Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1338691,-,-,-,42.33,-71.1,-5,17,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2020,1,1,0,0,0,0,0,0,0,0,4,0.7000000000000001,160.55,0,0.1,1.1,0.9,252,97.91,1,995,0.0000,0.0000,N/A
2020,1,1,0,30,0,0,0,0,0,0,4,0.7000000000000001,158.79,0,0.1,1.2000000000000002,0.9,257,98.61,0.9,995,0.0000,0.0000,N/A
2020,1,1,1,0,0,0,0,0,0,0,4,0.5,155.54,0,0.1,1.2000000000000002,0.9,261,97.36,0.9,996,0.0000,0.0000,N/A
2020,1,1,1,30,0,0,0,0,0,0,4,0.5,151.29,0,0.1,1.3,0.8,263,98.77,0.7000000000000001,996,0.0000,0.0000,N/A
2020,1,1,2,0,0,0,0,0,0,0,4,0.1,146.46,0,0.1,1.3,0.8,264,96.86,0.5,996,0.0000,0.0000,N/A
2020,1,1,2,30,0,0,0,0,0,0,4,0.1,141.27,0,0.1,1.3,0.8,263,98.27,0.30000000000000004,996,0.0000,0.0000,N/A
2020,1,1,3,0,0,0,0,0,0,0,4,-0.5,135.88,0,0.1,1.3,0.7000000000000001,262,95.43,0.1,996,0.0000,0.0000,N/A
2020,1,1,3,30,0,0,0,0,0,0,8,-0.5,130.38,0,0.1,1.3,0.7000000000000001,262,97.53,-0.2,996,0.0000,0.0000,N/A
2020,1,1,4,0,0,0,0,0,0,0,4,-1.3,124.84,0,0.1,1.3,0.7000000000000001,261,95.29,-0.6000000000000001,996,0.0000,0.0000,N/A
2020,1,1,4,30,0,0,0,0,0,0,4,-1.3,119.31,0,0.1,1.3,0.7000000000000001,261,96.69,-0.8,996,0.0000,0.0000,N/A
2020,1,1,5,0,0,0,0,0,0,0,0,-1.9000000000000001,113.82000000000001,0,0.1,1.3,0.7000000000000001,260,94.25,-1.1,997,0.0000,0.0000,N/A
2020,1,1,5,30,0,0,0,0,0,0,7,-1.9000000000000001,108.41,0,0.1,1.3,0.7000000000000001,257,95.64,-1.3,997,0.0000,0.0000,N/A
2020,1,1,6,0,0,0,0,0,0,0,7,-2.3000000000000003,103.11,0,0.1,1.3,0.7000000000000001,255,94.47,-1.5,997,0.0000,0.0000,N/A
2020,1,1,6,30,0,0,0,0,0,0,4,-2.3000000000000003,97.95,0,0.1,1.3,0.7000000000000001,253,93.78,-1.4000000000000001,997,0.0000,0.0000,N/A
2020,1,1,7,0,0,0,0,0,0,0,4,-2.4000000000000004,92.99,0,0.1,1.3,0.7000000000000001,251,93.08,-1.4000000000000001,997,0.0000,0.0000,N/A
2020,1,1,7,30,15,133,20,16,210,24,0,-2.4000000000000004,87.95,32,0.1,1.3,0.7000000000000001,251,90.39,-1,997,0.0000,0.0000,N/A
2020,1,1,8,0,36,378,78,33,483,86,0,-1.8,83.65,32,0.1,1.3,0.7000000000000001,250,90.71000000000001,-0.5,997,0.0000,0.0000,N/A
2020,1,1,8,30,43,627,156,43,627,156,0,-1.8,79.58,0,0.1,1.3,0.7000000000000001,251,86.93,0.1,998,7.4354,5.6689,N/A
2020,1,1,9,0,50,719,226,50,719,226,0,-1.2000000000000002,75.87,0,0.1,1.4000000000000001,0.7000000000000001,253,86.66,0.8,998,10.9706,8.4176,N/A
2020,1,1,9,30,54,781,288,54,781,288,0,-1.2000000000000002,72.60000000000001,0,0.1,1.4000000000000001,0.7000000000000001,256,84.2,1.2000000000000002,998,14.3956,11.1075,N/A
2020,1,1,10,0,63,787,334,58,825,342,0,-0.9,69.86,0,0.1,1.5,0.7000000000000001,260,82.9,1.7000000000000002,998,17.1201,13.2600,N/A
2020,1,1,10,30,101,591,325,61,849,383,0,-0.9,67.71000000000001,0,0.1,1.5,0.7000000000000001,262,81.72,1.9000000000000001,998,16.9703,13.1760,N/A
2020,1,1,11,0,135,413,302,63,859,410,4,-0.8,66.21000000000001,0,0.1,1.6,0.8,264,81.16,2.1,997,15.9608,12.4104,N/A
2020,1,1,11,30,170,250,274,65,866,425,4,-0.8,65.42,0,0.1,1.6,0.8,265,80.59,2.2,997,14.5690,11.3361,N/A
2020,1,1,12,0,169,155,234,65,865,426,4,-0.6000000000000001,65.35,0,0.1,1.5,0.8,266,80.94,2.3000000000000003,997,12.4487,9.6869,N/A
2020,1,1,12,30,109,544,330,64,860,414,0,-0.6000000000000001,66.01,4,0.1,1.5,0.8,266,80.94,2.3000000000000003,997,17.4677,13.5845,N/A
2020,1,1,13,0,71,792,376,63,846,388,0,-0.4,67.38,0,0.1,1.5,0.8,267,82.11,2.3000000000000003,997,19.6867,15.2903,N/A
2020,1,1,13,30,71,742,332,59,822,348,0,-0.4,69.41,0,0.1,1.5,0.8,267,82.78,2.2,998,17.0856,13.2405,N/A
2020,1,1,14,0,58,762,293,56,784,298,0,-0.2,72.04,0,0.1,1.5,0.8,268,84.48,2.1,998,14.7221,11.3691,N/A
2020,1,1,14,30,53,706,233,51,730,237,0,-0.2,75.21000000000001,0,0.1,1.5,0.8,268,85.69,1.9000000000000001,998,11.3730,8.7369,N/A
2020,1,1,15,0,44,648,169,44,648,169,0,-0.2,78.84,0,0.1,1.5,0.8,268,88.06,1.6,999,8.0626,6.1535,N/A
2020,1,1,15,30,37,425,90,34,520,99,0,-0.2,82.86,25,0.1,1.5,0.8,268,89.97,1.3,999,0.0000,0.0000,N/A
2020,1,1,16,0,19,238,31,20,285,34,0,-0.4,87.13,18,0.1,1.5,0.8,267,91.21000000000001,0.9,1000,0.0000,0.0000,N/A
2020,1,1,16,30,0,0,0,0,0,0,0,-0.4,92.07000000000001,11,0.1,1.5,0.8,267,92.53,0.7000000000000001,1000,0.0000,0.0000,N/A
2020,1,1,17,0,0,0,0,0,0,0,0,-0.7000000000000001,96.99000000000001,0,0.1,1.5,0.8,267,91.92,0.5,1001,0.0000,0.0000,N/A
2020,1,1,17,30,0,0,0,0,0,0,0,-0.7000000000000001,102.11,0,0.1,1.5,0.8,266,93.26,0.30000000000000004,1001,0.0000,0.0000,N/A
2020,1,1,18,0,0,0,0,0,0,0,0,-1,107.39,0,0.1,1.5,0.8,266,91.56,0.2,1002,0.0000,0.0000,N/A
2020,1,1,18,30,0,0,0,0,0,0,0,-1,112.78,0,0.1,1.5,0.8,266,91.56,0.2,1002,0.0000,0.0000,N/A
2020,1,1,19,0,0,0,0,0,0,0,0,-1.4000000000000001,118.26,0,0.1,1.5,0.7000000000000001,266,91.63,-0.2,1002,0.0000,0.0000,N/A
2020,1,1,19,30,0,0,0,0,0,0,0,-1.4000000000000001,123.79,0,0.1,1.5,0.7000000000000001,266,92.39,-0.30000000000000004,1003,0.0000,0.0000,N/A
2020,1,1,20,0,0,0,0,0,0,0,0,-1.7000000000000002,129.33,0,0.1,1.5,0.7000000000000001,266,91.33,-0.5,1003,0.0000,0.0000,N/A
2020,1,1,20,30,0,0,0,0,0,0,0,-1.7000000000000002,134.83,0,0.1,1.5,0.7000000000000001,264,92.67,-0.7000000000000001,1003,0.0000,0.0000,N/A
2020,1,1,21,0,0,0,0,0,0,0,0,-2,140.24,0,0.1,1.4000000000000001,0.7000000000000001,262,92.17,-0.9,1003,0.0000,0.0000,N/A
2020,1,1,21,30,0,0,0,0,0,0,0,-2,145.47,0,0.1,1.4000000000000001,0.7000000000000001,262,93.52,-1.1,1003,0.0000,0.0000,N/A
2020,1,1,22,0,0,0,0,0,0,0,0,-2.3000000000000003,150.38,0,0.1,1.4000000000000001,0.7000000000000001,262,92.41,-1.2000000000000002,1004,0.0000,0.0000,N/A
2020,1,1,22,30,0,0,0,0,0,0,0,-2.3000000000000003,154.75,0,0.1,1.4000000000000001,0.7000000000000001,262,93.78,-1.4000000000000001,1004,0.0000,0.0000,N/A
2020,1,1,23,0,0,0,0,0,0,0,0,-2.6,158.22,0,0.1,1.4000000000000001,0.7000000000000001,263,93,-1.6,1004,0.0000,0.0000,N/A
2020,1,1,23,30,0,0,0,0,0,0,0,-2.6,160.28,0,0.1,1.4000000000000001,0.6000000000000001,263,94.38,-1.8,1004,0.0000,0.0000,N/A
2020,1,2,0,0,0,0,0,0,0,0,0,-2.9000000000000004,160.48,0,0.1,1.4000000000000001,0.6000000000000001,263,93.24,-2,1005,0.0000,0.0000,N/A
