Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340489,-,-,-,42.37,-71.06,-5,15,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2020,1,1,0,0,0,0,0,0,0,0,4,0.7000000000000001,160.51,0,0.09,1.1,0.9,252,97.60000000000001,1,997,0.0000,0.0000,N/A
2020,1,1,0,30,0,0,0,0,0,0,4,0.7000000000000001,158.75,0,0.09,1.2000000000000002,0.9,257,97.60000000000001,1,997,0.0000,0.0000,N/A
2020,1,1,1,0,0,0,0,0,0,0,4,0.5,155.5,0,0.09,1.2000000000000002,0.9,261,96.95,0.9,997,0.0000,0.0000,N/A
2020,1,1,1,30,0,0,0,0,0,0,4,0.5,151.26,0,0.09,1.3,0.8,263,97.65,0.8,997,0.0000,0.0000,N/A
2020,1,1,2,0,0,0,0,0,0,0,4,0,146.43,0,0.09,1.3,0.8,264,95.77,0.6000000000000001,998,0.0000,0.0000,N/A
2020,1,1,2,30,0,0,0,0,0,0,4,0,141.24,0,0.09,1.3,0.8,263,97.86,0.30000000000000004,998,0.0000,0.0000,N/A
2020,1,1,3,0,0,0,0,0,0,0,4,-0.6000000000000001,135.86,0,0.09,1.3,0.7000000000000001,262,95.03,0.1,998,0.0000,0.0000,N/A
2020,1,1,3,30,0,0,0,0,0,0,8,-0.6000000000000001,130.37,0,0.09,1.3,0.7000000000000001,262,97.12,-0.2,998,0.0000,0.0000,N/A
2020,1,1,4,0,0,0,0,0,0,0,4,-1.3,124.83,0,0.09,1.3,0.7000000000000001,261,94.39,-0.5,998,0.0000,0.0000,N/A
2020,1,1,4,30,0,0,0,0,0,0,4,-1.3,119.3,0,0.09,1.3,0.7000000000000001,261,96.48,-0.8,998,0.0000,0.0000,N/A
2020,1,1,5,0,0,0,0,0,0,0,0,-1.9000000000000001,113.81,0,0.09,1.3,0.7000000000000001,260,93.54,-1,998,0.0000,0.0000,N/A
2020,1,1,5,30,0,0,0,0,0,0,7,-1.9000000000000001,108.4,0,0.09,1.3,0.7000000000000001,257,94.92,-1.2000000000000002,998,0.0000,0.0000,N/A
2020,1,1,6,0,0,0,0,0,0,0,7,-2.3000000000000003,103.10000000000001,0,0.09,1.3,0.7000000000000001,255,93.79,-1.4000000000000001,998,0.0000,0.0000,N/A
2020,1,1,6,30,0,0,0,0,0,0,4,-2.3000000000000003,97.96000000000001,0,0.09,1.3,0.7000000000000001,253,93.79,-1.4000000000000001,998,0.0000,0.0000,N/A
2020,1,1,7,0,0,0,0,0,0,0,4,-2.4000000000000004,92.99,0,0.09,1.3,0.7000000000000001,251,92.36,-1.3,999,0.0000,0.0000,N/A
2020,1,1,7,30,15,121,19,16,210,24,0,-2.4000000000000004,87.95,36,0.09,1.3,0.7000000000000001,251,89.7,-0.9,999,0.0000,0.0000,N/A
2020,1,1,8,0,35,412,80,33,483,86,0,-1.9000000000000001,83.67,21,0.09,1.3,0.7000000000000001,250,90.48,-0.5,999,0.0000,0.0000,N/A
2020,1,1,8,30,43,626,156,43,626,156,0,-1.9000000000000001,79.60000000000001,0,0.09,1.3,0.7000000000000001,251,86.63,0.1,999,7.4354,5.6688,N/A
2020,1,1,9,0,50,718,225,50,718,225,0,-1.2000000000000002,75.89,0,0.09,1.4000000000000001,0.7000000000000001,253,86.57000000000001,0.8,1000,10.9203,8.3787,N/A
2020,1,1,9,30,55,780,288,55,780,288,0,-1.2000000000000002,72.63,0,0.09,1.4000000000000001,0.7000000000000001,256,84.12,1.2000000000000002,1000,14.3916,11.1039,N/A
2020,1,1,10,0,79,665,308,58,824,341,0,-0.8,69.89,0,0.09,1.5,0.7000000000000001,260,83.23,1.7000000000000002,1000,15.7832,12.2241,N/A
2020,1,1,10,30,97,618,331,61,846,381,0,-0.9,67.74,0,0.09,1.5,0.7000000000000001,262,81.97,1.9000000000000001,999,17.2793,13.4155,N/A
2020,1,1,11,0,154,234,248,63,858,409,4,-0.7000000000000001,66.25,0,0.09,1.5,0.8,264,81.79,2.1,999,13.1028,10.1877,N/A
2020,1,1,11,30,149,377,306,65,865,424,4,-0.7000000000000001,65.46000000000001,0,0.09,1.5,0.8,265,81.21000000000001,2.2,999,16.2656,12.6557,N/A
2020,1,1,12,0,164,97,204,65,864,425,4,-0.5,65.39,0,0.09,1.5,0.8,266,81.61,2.3000000000000003,999,10.8494,8.4421,N/A
2020,1,1,12,30,97,626,351,63,859,412,0,-0.5,66.05,0,0.09,1.5,0.8,266,81.61,2.3000000000000003,999,18.5735,14.4440,N/A
2020,1,1,13,0,86,698,354,62,845,386,0,-0.30000000000000004,67.42,0,0.09,1.5,0.8,267,82.75,2.3000000000000003,999,18.5288,14.3904,N/A
2020,1,1,13,30,128,330,244,59,820,347,4,-0.30000000000000004,69.45,0,0.09,1.5,0.8,267,83.34,2.2,999,12.5525,9.7271,N/A
2020,1,1,14,0,77,585,257,55,783,296,0,-0.2,72.08,0,0.09,1.5,0.8,268,85.04,2.1,1000,12.9085,9.9679,N/A
2020,1,1,14,30,55,667,225,51,728,236,0,-0.2,75.25,7,0.09,1.5,0.8,268,86.26,1.9000000000000001,1000,10.9787,8.4334,N/A
2020,1,1,15,0,43,646,168,43,646,168,0,-0.1,78.88,0,0.09,1.5,0.8,268,87.85000000000001,1.7000000000000002,1001,8.0141,6.1161,N/A
2020,1,1,15,30,39,328,80,34,518,98,0,-0.1,82.89,46,0.09,1.5,0.8,268,90.4,1.3,1001,0.0000,0.0000,N/A
2020,1,1,16,0,19,242,31,20,282,34,0,-0.30000000000000004,87.16,18,0.09,1.5,0.8,267,90.79,1,1002,0.0000,0.0000,N/A
2020,1,1,16,30,0,0,0,0,0,0,0,-0.30000000000000004,92.10000000000001,14,0.09,1.5,0.8,267,92.11,0.8,1002,0.0000,0.0000,N/A
2020,1,1,17,0,0,0,0,0,0,0,0,-0.6000000000000001,97.02,0,0.09,1.5,0.8,267,91.38,0.6000000000000001,1003,0.0000,0.0000,N/A
2020,1,1,17,30,0,0,0,0,0,0,0,-0.6000000000000001,102.14,0,0.09,1.5,0.8,266,92.71000000000001,0.4,1003,0.0000,0.0000,N/A
2020,1,1,18,0,0,0,0,0,0,0,0,-1,107.41,0,0.09,1.5,0.8,266,91.54,0.2,1003,0.0000,0.0000,N/A
2020,1,1,18,30,0,0,0,0,0,0,0,-1,112.8,0,0.09,1.5,0.8,266,91.54,0.2,1003,0.0000,0.0000,N/A
2020,1,1,19,0,0,0,0,0,0,0,0,-1.4000000000000001,118.28,0,0.09,1.5,0.7000000000000001,266,91,-0.1,1004,0.0000,0.0000,N/A
2020,1,1,19,30,0,0,0,0,0,0,0,-1.4000000000000001,123.8,0,0.09,1.5,0.7000000000000001,266,92.33,-0.30000000000000004,1004,0.0000,0.0000,N/A
2020,1,1,20,0,0,0,0,0,0,0,0,-1.8,129.34,0,0.09,1.5,0.7000000000000001,266,91.22,-0.5,1004,0.0000,0.0000,N/A
2020,1,1,20,30,0,0,0,0,0,0,0,-1.7000000000000002,134.84,0,0.09,1.4000000000000001,0.7000000000000001,264,91.98,-0.6000000000000001,1005,0.0000,0.0000,N/A
2020,1,1,21,0,0,0,0,0,0,0,0,-2,140.25,0,0.09,1.4000000000000001,0.7000000000000001,262,91.5,-0.8,1005,0.0000,0.0000,N/A
2020,1,1,21,30,0,0,0,0,0,0,0,-2,145.47,0,0.09,1.4000000000000001,0.7000000000000001,262,92.85000000000001,-1,1005,0.0000,0.0000,N/A
2020,1,1,22,0,0,0,0,0,0,0,0,-2.3000000000000003,150.37,0,0.09,1.4000000000000001,0.7000000000000001,262,92.34,-1.2000000000000002,1005,0.0000,0.0000,N/A
2020,1,1,22,30,0,0,0,0,0,0,0,-2.3000000000000003,154.73,0,0.09,1.4000000000000001,0.7000000000000001,262,93.8,-1.4000000000000001,1006,0.0000,0.0000,N/A
2020,1,1,23,0,0,0,0,0,0,0,0,-2.6,158.19,0,0.09,1.4000000000000001,0.7000000000000001,263,92.31,-1.5,1006,0.0000,0.0000,N/A
2020,1,1,23,30,0,0,0,0,0,0,0,-2.6,160.25,0,0.09,1.4000000000000001,0.6000000000000001,263,93.68,-1.7000000000000002,1006,0.0000,0.0000,N/A
2020,1,2,0,0,0,0,0,0,0,0,0,-3,160.44,0,0.09,1.3,0.6000000000000001,263,92.39,-1.9000000000000001,1006,0.0000,0.0000,N/A
